a_number,fco,date_file_open,last_name,first_name,middle_name,mother,father,aka_last_name,aka_first_name,dob,cob,coc,coa,poe,doe,sex,soc_sec_no,i_94_adm_num,passport_num,fbi_number,driver_license_no,finger_print_code,travel_document,ident_fin
A292976028,YXW,3072015,Jaskolski,Lenny,,,,Volkman,,8261945,LIQTT,KMBAI,K5 - SP/CH 1ST PREF PET APR P6/6/58,WLO,3102012,M,505459081,70999470718,KSLS4E0VR55RUYLNM8A1,20UHEIK737RW,JFALT9DB32I3HFQRX1YR,XIMAAQFYCPBMNQCEICEK,CSPWJDXWSEHWYUIZCGRN,2975
A480334523,GHQ,10142012,Hickle,Gisele,Turner,Ilona,Cleveland,Marquardt,,5281933,LYFPW,UKUNQ,H1B - SPECIALITY OCCUPATION,TVG,9282015,F,933765321,37025274553,O35C6YD30OHLXUDKRAB6,I7DT3K1OUC1B,GV0H1RR4OQLCN16NMIHP,CFVNCHNHYZPEWZJDPAFJ,IPOQLRBHEJINZVXDVWLN,95817642
A964775423,JXZ,9272013,D'Amore,Truman,,Susann,Gavin,,Bernardo,6211939,BAQUL,MJJIK,MI3 - NOT TT CITZ-CONT BEF 1/7/84,IVN,7252017,F,700404264,80255998831,BF06OINR5JTJZ7PL00MZ,ZGQ9NM24IRJB,AIEZ2PBBOJOK0ZA978Y5,IWWMLWBALOOGDVLKJZLC,RDEKIBOCEXUANEIOFLDK,76218
A164184801,BQW,9262015,Gerhold,Duncan,,Scarlet,,,,5041961,GXYHU,GBKJM,ZM2 - ZAMBRANO - NO EMPLOYMENT AUTH,LNK,1132019,F,176938876,92827462708,P8OXRNT2Y573I6EYHK8Q,XVS1EX8CK9XR,B1KLTQ9IIXRWXCK8K23J,LYXFBHYWXLBHSAIWWEXF,NTDDQKAJRVEUWXDHWKKR,5146803607
A310567280,BNS,6292018,Stamm,Michal,Buckridge,,Alton,,,4151956,DVIKC,QNWET,SD2 - SPOUSE OF SD1 OR SD6,YYO,6102019,M,500153857,84730452247,7M252GDUA5UOITA7IKH2,STFEO5Q2ND6T,2D0XFRXXBNNZGHH41O03,KFQMQJRULAMTWREVHAYH,BGWYWCFHXGKCHVBZHIYJ,34450108
A212442802,YPK,12202016,Predovic,Kina,Ruecker,,Graig,McClure,Gigi,4021940,PBNZC,AHYOL,P62 - 6TH PREF SPOUSE CLASS P61-P66,SWU,3012020,M,154216915,87075526669,EOSVZ9HQ194U9T2JCIXV,LSV5XF3K63O3,8EHAU98TDMV60U1W9DA3,LZKKQTMWLBLXJPRAKTNW,XYVLPGUNEJIMXXKIMBJR,9198031988
A809848549,DMR,10302014,West,Kim,Anderson,,Giovanni,Hilll,,12021995,BNVAV,EHRCY,TN1 - NAFTA PRINCIPAL (CANADA),WKJ,5252015,F,297520857,34963345158,1VFOEV27BB3RUH46JRSS,NF6WKFOOL20Q,13OHZUM6EFKGKH916NKI,MKDNXRSSRBBCHBSKKXRM,BVYNGYJLOCWKOZDUMDCZ,502358
A608218023,ENH,4032012,Keebler,Ivey,,,Vicente,,Vertie,12191956,SOEEO,FEZYN,P2S - SUPPORT PERSON OF P-2,YCO,2242016,M,626387941,36687998642,2LBW82BNEB9REF1OLQVK,RW14YU9SX1QG,N04UKEB7CXILDI76B7AJ,JKZHCAQMGSXWHKBTPHJN,ERBSIBMOEZWLINQMCGEO,8603954
A184236289,MTW,6032020,Kilback,Darryl,Skiles,Roberto,,Walsh,,1211951,FOLHO,YIWGI,Z4 - ADJUSTMENT - PRIVATE LAW,NNL,6062013,M,826805635,30641781482,E1Z3D2IXH43WH2HC5QXQ,1X7P30DBRKZR,S4AP0NG22T1Q7N6LZOTG,LFMMFYMPHNAMHPJWJCVF,JRQXDFXXQRISVKOQIHQW,90131941
A740676208,GLO,10142012,Zulauf,Errol,,Rubie,,O'Hara,,12151969,HZDRM,VTBTB,CH6 - CUBAN - HAITIAN ENTRANT,ZRL,2012013,M,972528522,36518799783,940VY6GRS5QJOR4P4AUK,9GN201UMHWYZ,LLV317NICGR8RDXM5Q7D,YBPMTNNJIHOHJESCABBK,JGFBVAXGEDSDEGFEWJSG,32147742
A949455385,GIW,12112019,Legros,Jc,,Rory,Harland,,Terence,11091972,PUJXH,NSSFI,"CR1 - SPOUSE OF USC, CONDITIONAL",TYC,12022014,M,310143293,78729808675,I9J7TV6QNWAD66GN98YP,Z2JCVZ4JX6SG,EN3AW6H9RPIT7LI9KLY8,BQTBURTTBKXQFXXAJQKX,FGGFDHZTOKZSUPVOOVKZ,49507
A394201935,ITG,10172014,Schaden,Denver,,,,Haley,,1291944,WPDTC,YGXDM,Q2 - IRISH PEACE PROCESS PARTICPNTS,YIN,6062020,F,682034972,79743705369,63HA9Y2TADI34XQNMSMZ,YU1E6YYIYOM7,0UJI5KDVY561HIJW19JH,ATDUBHHTQRWLYFQECQBH,ESANKROJJRFAEKTWUOVP,71507940
A462726570,ETF,6132013,Heathcote,Lance,Lemke,Christiana,,Balistreri,Jackson,9031937,UKKLK,UDEKA,L1A - MANAGER OR EXECUTIVE,RZQ,8082018,F,490148714,83103223319,LT44QDYDPBR82JORF21Q,MLFTSC2GB1K9,QII7N0NX91LIDAGBG2IF,ZALNQWDCHBCUIWPUPVFR,HDSSAOXXIBYPJUSQPVSZ,82405
A528235827,TTS,5162013,Armstrong,Gaylord,,,George,Keebler,Chu,6151977,UPNWW,MBNDO,W5 - 4TH PREF ADOPTED CHILD OF USC,EEC,9052018,U,543770600,46068771896,Z0TR473CDEF8HNQHFBZZ,07LTGTG8NI4T,NJZ5BB1ZVM1G14K56D2C,ZEASRHDJWLDQVWEJCTPT,WFATZPPDFJPVUYSEHPZM,73030863
A109094269,XEN,10202018,Jenkins,Deangelo,,,Maria,Pagac,,9071972,PDIAP,FADSD,SQ7 - SPOUSE OF SQ6 ADJUSTING IN US,POE,10162012,F,149005392,40302959954,73O3IGCL21FTY00AMPY6,LUVV5M2QX1P4,6H6YGOL8PK081TZ9YQ9Y,NJUVBVCTXUWBLJOFFXLC,IDQHDHOSSTRSLILOWUYB,81250
A584179598,VUV,2202015,Schamberger,Ollie,,Cassondra,,,,1031966,BWJOY,QVEBK,V1M - 3RD PREF SPOUSE OF LPR,ZDV,1142020,F,993675450,17317835650,HJH732SXK9540TERGCH1,V6ZPF2OJBUQ4,Q1X9B3GTZ3SIRJ4W4B9P,IEPYSMDQHWYKXVLSRGHA,QRBHULKRURQIPXVQDJXR,625301
A292718004,IZX,5142017,Oberbrunner,Maurice,,,Walton,Pagac,,3061933,MDRTR,CTRZB,SM1 - 101(A)(27)(K) US FORCES PRIN,UAU,5122016,M,581452006,29090897007,4XOS66V0GE5PTGIL1JL0,8KJ230WLXHYK,U5WCBP4TE370XPKJY5JA,HESHBFTHSZVJZJAXHDJU,UCPXYPOAGOGFHRPQZNLX,8687
A512971023,NPF,2042013,Murphy,Nell,,Joelle,Ross,Ziemann,Zenia,9221971,BFCLZ,WMFDB,O2 - ACCOMPANYING ALIEN TO O1,WTY,6122012,F,690975777,55515590907,CR6FHFJ4BL0ENO25P1PF,TCG1LT45BVT7,RIHTDEKC4WBNY7D07C15,OCZJJPYNGMFJQEHPLVXG,HFZFPLYRETJXXFVPVIYY,125937
A533835948,RVL,8302018,Ortiz,Antony,Sanford,Janita,,Waters,,9011939,UWRVC,CLSYG,"CR2 - STEPCHILD OF USC, CONDITIONAL",HVR,10202018,F,467249113,36219106004,V1NNGRF6E4RQ2O91EFX3,WEQM1YZC2G13,FQ34FVNE1ULLJUQ1L11L,BUXKSDXXKHQGXCCHNOVE,WJHWEVUVFOSKIPYCRJGN,5517288450
A412842869,TQU,7152020,Dooley,Talisha,,Joelle,Orville,,Hilton,1031944,CEDDP,SZLJT,C46 - COND-ENTR MARRIED STEP-CH US C,IMC,6112017,F,148635245,13694544144,OWNXRT71RNLQJY5VC093,76MXZ4LAOMRH,2R5VNI60UO7OA1HUTT7O,XTSQNBOEMOFRRFDMQOHD,SRUZNHOAYMYHEXJCQIHI,6041691894
A845460268,DRH,6152015,Dach,Maisha,,Robbyn,,,Sheldon,3241982,ALJKR,NJHOW,ST7 - SPOUSE OF ST6,SJC,12132017,U,402452060,45717378679,6PW7PEEGOI59WAQ230RE,JL58ZEZ0IUHC,XF4D9IIAA3FK94GR4IAJ,LFRFWWPLQFMLRTULFYKV,FGYJPPMIUTJHPZUDCQMG,38650638
A639081841,ZHV,2232013,Schamberger,Javier,,Rosenda,,,,3211936,YSFGB,FNPSM,IR8 - ORPHAN ADOPTED ABROAD BY USC,DKL,3212014,F,115085367,17936296986,D07NW1YCIO431PUSB3UF,F0E4CTAH4ETV,EI21G2GEFN25DFYBP5NK,DGQIWNEFODDIXQJGOFBZ,LGSKVMMQBFZGDSTQPKUI,57399
A503167226,GAZ,11022014,Legros,Morgan,Kirlin,Santana,,,Valeri,10031953,MBAJF,UNXIH,HC8 - 902D-CHILD OF HC6   902B1CI,FUO,6192018,F,313579106,31831790618,HMFML40M9BQ8LC4FV5NW,Q7VS6EN4F8Z7,56ZGU0G4C5ORGI9URUSU,HJGRWXTIHGMDRUYNDYJG,GAGYUSXMKLMLVFYLVSKX,580355
A765586939,JDM,9262016,Langosh,Krystina,,,,,Kendrick,6271969,RZJDW,PJEWM,DE - PAROLEE (DEFERRED INSPECTION),AYI,9202013,M,302310788,97240272655,16DXINES9NZKMG7K0Z59,Q76RJVP7UL4I,C04URMT2P5GDEYIHX4FJ,UIMUSZGIULHIUBFVEADW,ZGWOTJJUTDQBQUSSYRKD,9177
A375462516,AMO,2112020,Larson,Bradley,Metz,,Bud,,Paige,11171966,YKMJD,ITEHF,F33 - 203(a)(3) CHILD OF F31,MZN,1312012,F,835109645,89382526708,8D9S0XGI8WIRDO22KE91,ZE8K4J48OVVZ,FEQN6YQFO7W3IOIE7T45,TSJELHPXHWIVLTRVUMVV,KEFMTTHHLWTQIAEHNHDC,83376302
A507821045,PXO,2142016,Waelchi,Erin,,,,,Brandy,1301990,UFWJJ,WBPZK,TWO - TRANSIT WITHOUT A VISA,NWQ,8272013,F,431756230,24415082368,309M1XWKR0XSAI2OL9JO,JRL33ZBGRNW4,LOZJ3ZC4J64JSH2Q3XLI,OEFGMPZUCPHWZMCLXUCX,AKHJUVJBXTZPLYYQULFO,3411162
A488163381,WDL,5222020,Corwin,Milo,,,,Botsford,Adriana,5121998,NCJRF,KUZCK,NP8 - ALIEN INVESTORS BEFORE 6/1/78,DDE,2202016,U,232236138,71162504756,J4X8CLMD0ZY0DXA2ZF8N,N439GLNZ4ZVU,5LFGVPB22H52PD9EPJNV,WMBHVIYNSRGSSHRMLBAA,LLBQWDKVEXGCNDMZFSRR,2952785
A189858624,KAU,2112014,Hagenes,Sean,,,Ezekiel,,,6052001,STTIS,DUPZU,"P4 - SPOUSE/CHILD OF P-1, P-2, P-3",CKO,11232016,F,693171498,32516214283,WWRPT08EH9XIDMC5ZPM6,20U1A9EVGLHE,YQ87AWAS9RKJI4AZ0JFD,KQGSCJMNPDRJJWJZNRTF,QJETOLSPVIIRNMPQBCYC,45181
A884138922,GMJ,8122019,Bins,Spring,,Shawnna,,,Terence,2121938,HFIDD,IQGUU,U1 - VICTIM OF CRIMINAL ACTIVITY,AJZ,9092018,U,955059235,83203619923,9KQH2S9C2RR7650CHW2X,OFGPCW20BC3O,8V493S1ROEP00FIM8NPM,OJNDKKSUIBZVYGWNPDUJ,LKXRKSWKBUCXETWTJJCD,3392
A621957815,VSJ,10012019,Bruen,Octavio,,Sharyn,,Kunze,,9091945,JFLNC,TWCRB,C47 - COND-ENTR SP ALIEN CLASS C41/C,KMW,3162014,F,846690724,35231247209,58QO4O55J9DJCCULMIIJ,AXPG01R2FZKI,HAJG67P4QZ4STQ516NLT,PKITSSTXVWSJMEVTGTPQ,QSOCMWSGTMGYEYZHZCLR,595906
A328664181,PDN,8292018,Frami,Micah,Volkman,,Dominique,,,2121987,IAJTS,OILYK,B21 - SLF-PETITION SPOUSE OF LPR,KEL,4112019,M,319800669,82521034650,U4MY6YWC6F8OE0IESR7H,43BW0MG9CJEH,HY5M53TF9F5AVOJVDDPM,EHOGEDZUCBHLCGRIJLBE,CBNAMQCFSMTEJCTOFWHD,9262419
A362706404,JOG,5302016,Glover,Genie,Emmerich,,Kent,,,1081987,EKDHF,OOBPK,A16 - 203(a)(1) UNMRD AM S/D OF USC,KMY,8222015,U,238925808,58278460583,5YZXM35N2AU9ZK4TTNQA,2KO0QB3JP5RN,ADY1TEEOW9SJR36D5Q4A,PRUHLMKEVNZRARTJUYUK,FVVAMIAMNMTYHIBJZKOQ,94986793
A240402258,ARF,10032013,Effertz,Nelson,Nienow,,,McLaughlin,Daren,2281983,SDQIZ,KEHSG,F11 - 203(a)(1) UNMRD S/D OF USC,MEC,1212018,F,783567613,70909917599,TJEJV492TEA035UGP53P,6Q5J2CF4ADU9,N9CIE7J0P1MZ3G4YVS8C,DTMACUTSDNCLWLHFRKNC,TAGMVJQPRRDVZTECPCZN,4417318603
A592372407,FUT,11042013,Cummings,Florine,,,Thaddeus,Dooley,Dakota,11131944,QALAI,OGHDO,M93 - HUNG PAROLEE ADM FOR PERM RES,QKH,4212016,M,672053688,20407286913,6DE4I0IEQGKRY3AJNVA8,OPH1JWTTK38I,8VRQX709SDHI9MUC7KB2,JAHJOLELVXUOFJJLRYNS,OMHAPNJQFKFXFBIYMPLT,7692172
A237327340,RCX,2262019,Hettinger,Nicolas,,,Fredric,,,3251955,KENLG,ZAADS,P3S - SUPPORT PERSON OF P-3,CLT,11262019,U,773189364,39714216797,8IN2UXH88JZW8EVEJK7K,I3D0P8Q7N1IA,KJTZO90FFBLGC11BG208,ZQMSXXCVLJGHOLJJIPWH,BAJMPVKNQPSPZFZFFSOH,2092
A290966682,RWI,8132017,Runolfsdottir,Vern,,Marine,,Ortiz,,7221979,KVTRQ,SDSIP,C27 - 203(a)(2) UNMAR STEP CH OF LPR,UXK,3292018,U,256601970,45177505180,1M376Y1YPSKDDW8TYIT4,P2Y05DYPULNP,Z62KTN5V0YG6E2KFEFBW,TYVWENBAHTHNSWCEYNEX,QPNIOTGXYEOFKTQCOKVR,242051840
A115197864,LDO,3072020,Auer,Lilia,,Kathaleen,,,Noemi,6031939,EKAXI,YTEJO,A41 - MAR CH CITZ UNDER PL97-359,PAP,4272020,F,986689012,52011534332,4SFH2Z8R0A0V2DNXUFX4,6OFC3OL8YWB4,VZ2EKS7002T33BMHKYHS,YQSPEMCBTXGHPGIAZAZG,JQCWFJJWHERUJSJMHJKE,2684
A203581189,IEA,1192015,Ziemann,Kurtis,,Ashton,Colin,Stokes,,9201970,PGKGG,IUGJG,M8 - REF-ESCAPEE ADM FOR PERM RES,LIF,9232018,U,710607925,82170043817,KNTE981OZW05U2JIIAIZ,D0T3KBZDQG6L,23O555V7MHGQQXPMUXA5,XJJMHZLZATLLAKFTWVTJ,CFDRKUJFVNQGREPFJPTQ,6127150424
A866138799,ZCT,7022014,Jacobi,Frances,,,,Nader,Johnie,7271939,EWCZK,BTMSY,SQ2 - SPOUSE OF SQ1 IRAQIS EMPLOYEE,EIJ,6162012,M,600938459,19760081157,PYXK8Q83W6QZPVMF4K9B,WSVBBOR0W2O1,ODP3HN811RB3EKBWO0R4,QLXFFPQXNDAESYTVHGAQ,XKVFFPZEFMVRWPMBNQUQ,8258668458
A865031470,SZO,10142019,Bins,Virgil,Von,,,,,12251952,ICKTU,HFMHB,Z1 - ALN GRANT SUS DEP ENT P 5/1/21,VDF,1022017,U,808840761,47536618453,3O8OA6MY6EBGHB6GX38N,EH9KQFOGWP78,KS665XBEM6O4WJRD2DBL,ZDJVUCLSKXUYQFBOUCEJ,EQUGBCXFNYKWPBRTZOSL,50361
A419796963,MPJ,7302012,Adams,Terica,,,,,Wyatt,2081962,JKNLB,WQPOJ,F12 - 203(a)(1) CHILD OF F11,JNS,5112014,M,430393471,66648767257,5XIB4IY66NNDCR9B2ZLL,8YF0G1WA75ID,2BXH954POY37OEYA88TV,CDQFQZRWQLYAEBEBIARP,PAADIZMUKEEVTXQNMBOF,7180
A725565030,VIK,8312016,Connelly,Twila,Jerde,Shantelle,Booker,Kutch,,8311951,OEBPU,MSPBU,HA9 - 902D-UNMAR CHILD HA6   902B1A,NTZ,6182018,F,273548507,62124720309,TLYXSP7P8EBFB5KE753X,BR78K63YIH0D,1PI5HOVR037LUZW364QI,ONOFLVLEMTDDUROOTBWG,BAODLOIEEHEBNPLHDXFJ,97617176
A472246211,IPA,4052019,Abernathy,Margarito,Nitzsche,Sunny,,,,8261999,BOESC,HACUE,Y7 - GREEK REFUGEE IN GREECE,GXD,9112017,F,207754705,75264634500,ACRYD85HCNNBTYD8B2S2,Q46RY8Z5AHYO,75RH6JRDDJIM8DDL14W6,BVEOKAVSQFRKXSLYLUWX,HAPWFNWLBJHTLVCDTAHA,155458149
A882892011,CRD,7152018,Auer,Adina,Wyman,,,,Matt,1141968,IHXBX,NDUOC,OP6 - CTRY DIVERSITY PROG. (ADJUST),ROT,2202012,M,953639728,24775983308,GX59GOPI07XM62X2WNHM,7MMMJNM307HL,D9L863MWLRHWFWKIR3KP,QKGHSHBGYCOKXWVIRCAP,XRDGTRLJQVZNJPLBYQTY,3765199918
A279400752,FOZ,5112016,Kemmer,Pattie,Mante,,Wesley,Frami,Adalberto,11281966,HPDTW,OQVBM,1B1 - H-1B1 SPECIALITY OCCUPATION,YAI,6182015,M,896995343,38201869129,0ZDICRRE560GS6HOKYFE,J6T7WQGOE4P4,1AGH0Z1N9D38A7PE8KZ3,NQSXYRMRCSLGEGRRBQCL,RNIRLUMFXXQXTTILDHPN,20601029
A198869556,REQ,9262020,Crist,Juan,,My,Rocky,,,1111934,GMZJQ,PVSTG,AM2 - SPOUSE OR CHILD OF AM1 OR AM6,TSB,7082012,U,531477223,40569782209,H2J1SV1CX9C59HWADEPX,N1BC1B84SSAN,12P2AA8KBU36APABP4U9,UYQSLHYNWXUTMVNUNNCD,PBWNXDTRAFFMJMSJXIWS,68344
A332917213,LMU,4062016,Torphy,Adina,,Tajuana,,Tillman,,11131968,NWKJV,JVSBX,HD7 - 902D-SPOUSE OF HD6   902B1CII,WQL,1222020,U,619352329,67338625377,XY0RK5BFA1VWJCNUF699,Y731OH46SCNM,0IKK4J1N5E9KGG5VLZI7,DWENNEYLZTTGCQYBTJPB,DQXZXZKIWJXDMAMDFIWF,4972
A495471373,OKH,2142020,Quitzon,Dusty,,,Chung,Hansen,Joshua,7041989,NMDHG,MGPPZ,RE6 - REFUGEE,JBM,8132018,U,314321171,21365709886,ZH6L4H5U3JM6XN3V82AD,TF5GKQXT1BI9,Z4JT5DZB1IAX5K1MKSWS,UOFLIMEOMHHYOUHXPNRC,VUFILLJRJCTYIHAVKEGB,318526147
A707764863,CZT,7272020,Wiegand,Miles,,Grayce,,Feeney,,12281932,HKEAB,ULICP,M93 - HUNG PAROLEE ADM FOR PERM RES,VNP,11302012,U,237090985,17563671554,JW1E1QBT19BLOK3VP6A4,G321ZQZET3BQ,XOB9RP1B3MVFNUP4XR1E,VYTFACWCHOQRVGHPWDEI,QQDKJEIDHQRBGZLAEXJJ,610295505
A449714999,YTN,2202015,Satterfield,Kieth,Moore,,,,,9151967,VKUVH,EDOGH,B27 - SLF-PET CHILD OF LPR,LOE,12282016,U,873305762,76250290720,01Z40QS0ETGSZ70LW6WR,EXA97MQ1X4K5,RI34NK6COH9NN3VW8UNU,IMSAUFHEGGLUWFCKBGJM,QLWGRKGPEOLYNGPDMUSH,1929747292
A315174574,FKP,10132017,Leffler,Abe,,Pura,,,Oliver,3171956,CLMUR,LRUYA,SM7 - 101(A)(27)(K) SPSE OF SM1/6,RIU,4032020,F,819028698,96105230691,DMSX28EM9ZJV6JHMLGZ4,NW5FNLZ0JR0S,KT2O2WGRG55OIGXY503J,BHFBKIRYJMQKOCZPSAFD,OHJLZCCQERZGNKVYQNWD,4513442019
A743036838,PKG,1272016,Leannon,Waltraud,,Shu,,Treutel,,8081964,PUFQV,WSUTE,I52 - INV PILOT PRO SPOUS ADM-TARGET,MSY,10222014,M,420343214,51388040327,3F55FX3EJLRENPKH51WN,WS3WKX7K4YF9,2Q3D8AHMFCPA997RZAU3,FBZUJDXSOAVSBQECCLXO,TRTYFIYJOHCXHGMHWLJJ,2790994534
A329550220,EIH,1232013,Treutel,Assunta,,,Jamison,Ledner,Fermina,2161988,WVDUL,IXRDO,HC8 - 902D-CHILD OF HC6   902B1CI,JFT,11112017,F,871514254,59528221333,7FIV5EXKXRF29ZMV46Q2,LW8M5LFN84HD,ACR0ERV43JI4VX0JY1II,QZFLRERILMJRTHKMRTGO,HFRNMKIISRFIEZNEPSVU,32256761
A210976431,EVY,1162012,McGlynn,Warren,Robel,Porsche,,,,1061987,HNEQA,FGRHH,Y2 - ESCAPEE IN WGERM/BER/AUSTRIA,OYC,7232017,M,876830008,35451067502,99B95GJ7IQBYQY1SILSD,LPFX6C1TJD64,Q9K0L8OLMJTC6BUHOV68,YRDEDATJHUIZHGONCKCQ,PEQRNCEHDSQNULRZNNSS,48951
A146335067,LEO,9092016,Watsica,Todd,Carter,Mirian,,,,11111971,JCJPQ,MMKNY,HD6 - 902B1CII-PL105277 HAITIAN,VUE,9132020,F,201656651,33312302800,T90DDELL61YDOR0JT4DP,8SLZFVX09JB4,E2FNQTB4NOD4HRN2N36T,ZTODQAMYYBBJWRURWMNS,LRBORQEHIRTQMMGWTFJF,8804
A535755905,DZD,9182017,Ondricka,Marguerite,Rippin,,Gordon,Hegmann,,3111951,XLCNW,BYQFB,TC - CANADIAN FREE TRADE AGREEMENT,GRS,3172018,F,491244875,18224561372,2IYVGFJLM3W177XCLVD8,RB2O6IYVW4U1,U9TEA1GBOQL03SCQ84CZ,UZIPRYJLURKUZSCEDCFG,FDBSMZEHOJAASGLZFSEA,4808318506
A268096204,JOZ,8062016,Von,Sally,Greenfelder,Sulema,,Prohaska,Christina,8051940,GXVYS,KSXOM,B2 - TEMPORARY VISITOR FOR PLEASURE,QMT,10182015,F,712141482,29567424686,ZZMUEFTV52X1NFS6A9A8,L26OAXZSNSP5,VRFUUX8554OPZ9IHAMT4,INXNFBICXLYTOYIHNVYN,XVEZTVUIQNFWRJZEMRSK,5781
A137841046,YJT,4132018,Fisher,Patsy,Schulist,Vergie,,Borer,Delfina,10031968,FDLUQ,SFIEW,"ES6 - PRIN SOVIET SCIENTIST, ADJ",REE,9262020,U,266365729,45958224627,HDQV15QHCA593F45NOUE,TP7G4SLJ21T6,EMSS9Z65HTOBBKR9HN1I,PTLMEVZTYQFGEKMTORQY,HQNKDWXENWPWDIVOJQZW,352758307
A127287941,FGU,8232017,Fritsch,Donald,,,,,,1061963,KZMPD,SUZOP,D1 - ALIEN CREW DEPART SAME VESSEL,PMA,6262012,F,571570897,77151189795,R5XIKIV0HUO58K9NM41A,OLZK3PLH8ZE8,CY269BY4ZHPC2SHHGMC4,DUPCPLDQQJEYRPXRUYVI,GGFTSNDCUJZLKTESVATU,2974
A383006405,DZB,8272012,Prohaska,Simonne,Auer,,Colin,,,11271957,XDOYD,KQGHT,N4 - OFFICIALS OF NATO,TZT,9062019,M,793283330,68799211115,DSYR4Q7OKHY6OW78G5MZ,844GXTW1J8BF,FAIK2TFH7TNIAH8657EG,SHPKAVPKPJIPXQJTBEMT,USGIMTKLBAIQLVSDHJGF,59714
A907497144,XIH,3202020,Fay,Nicki,,,Gilbert,,,6091964,VLBPX,QTSHN,"BX2 - SLF-PET CHILD OF LPR, EXEMPT",ZGY,8302016,F,677358699,80271380263,BM7FLSUG5WMY9KD4R4Y1,CU4Q1BD2Q6OT,V099NF4GD0SY1KNUYWSL,ISRCXLUOGBKKGMSZKKVG,HJWGCRITGVJJHZGUKRLW,9627442049
A768915572,PRH,5022013,Rippin,Lawanna,,Libby,,Haley,,8161962,LHOZA,DXTHW,SI2 - SPOUSE OF SI1,XCH,3112016,U,213682237,36598810792,UEIQ8DLVFQUOB7A06Y0O,CNNSC97NV4ND,GPJ6FQB4YTTEG613AN49,XSGTZRROIMRYTLMSEDMS,UXJCQPWYKPMHEOAPENRR,75919020
A293835228,HNS,10122020,Pfannerstill,Nicky,Hegmann,Jamika,Chi,Mraz,Rudolph,4111944,HFSUH,TBMUR,KS4 - SPS/CH OF K23 OR KR4 ALIEN,BJI,11082012,F,783267825,83475793526,EZRTV2MF994JG68PI3I6,T9R1F9D3YMJ9,OSK3840ZUCVVWN14ICM1,FNAXLOLJYWGPEATARGFS,IIUGFYZEOZNMKQKQJHWT,651181570
A953415773,OPZ,3032015,Ullrich,Charmaine,Stoltenberg,Nella,,Lang,April,1081935,QUUMT,UONDY,K3 - SP/CH ADJ 1ST PREF IMMIGRANT,CYY,2092017,F,776630922,93963280573,0HL86X8DLDSL8QDAO2FF,87WI4CWDTAE0,LH8HO2F7QZ8CYXU11IA1,ZRCEVUTANFMBSYOZVBWV,IOAEROHRGSJLMLYKCOHE,3499130
A510233606,TPM,2052017,Zboncak,Archie,,,Lyle,Smitham,Luz,9031978,ZRPZJ,MJBXV,R53 - INV PILOT PRO CHILD ADM-NON-T,VSG,4152017,U,735986913,51456825367,FD67JSY9WC4DR3T05V4J,BWCTKSU7O73Z,09PFXKJYQPI6Z1V5P10S,VPZUICGPPCJQWKOORULJ,IMTGOQIQTDFVHEVNIEQZ,45382404
A910349444,YCR,7052014,Brekke,Jami,,Keli,,,Gordon,3201966,PJLON,QHBTN,4 - DISP PERSON IN US ADJ IMM STAT,SJC,2172014,F,320582470,90881878725,D3J65CA1QNQLO7S1WH5D,8F4GRKZW34K1,071DNS9B7NP2LJ6VSAJD,RHQKJEXHHPFMKOLFWHOA,MQHHHSMGSUNCSPXZFIOJ,1687
A972523411,LKY,9222015,Kessler,Leann,,,,Roberts,Terra,9061947,GIFRZ,GTFGY,SE8 - CHILD OF SE6,RSG,10022020,M,286687501,60163783041,FTQK84PUKHLO3C11VWIY,HHRNPF908FW0,C7T47BI7FT5AJ4XHF0YF,RJMRQQXNRBQMEXLEKCII,BEVWWHVIBNAEJRXDFTKI,939483
A948106244,NXL,8022020,Funk,Jolene,Beier,,,Bailey,,7231976,GCOKJ,QVKVD,VI5 - PARENT USC ADMIT VI6/7 PL-271,RMJ,3042015,U,916800340,42333318019,1ZD5YUM6V08OR1HBKGU5,EV8L5KM2BZ6A,E4B1KRNIM3FS9LVW0JB9,FTUXJSFUDXWDPLXSZUQP,AFGYRFENGHEDJNOKQRGK,669421
A973547251,TTJ,8162013,Treutel,Shelton,,Harriett,Landon,,Karren,1231954,ODETC,KSNEI,SN2 - ACOMP SPOU OF SN1 OR SN6 IMMIG,ZXZ,6112013,F,247914300,90588060577,15SUD300LZQOWCYEV7MN,LPL76OJV3TW4,XFF7OQDB724LZZVT5KRU,OMRDOQFYIXYGDQSFHPSF,VIEHFUHXVBMZYBIXHZAF,18589
A166560638,QBK,2122020,Ondricka,Diane,,,,Skiles,,6231955,YRRII,YTFYK,"E30 - 203(b)(3) CHILD OF E36, E37",DQT,2092017,F,670900212,87643104103,VH9DNE8T1XHMG11FLL62,ESAK1BOO7J60,768S9O2271JTKYDGPXDY,WFCSYRUUWCOLNOZQMJTZ,YJNFEPBRGYZZLCZYKEJF,57465
A463411695,NXN,9142020,Will,Blair,Schneider,Eva,Leo,,,4071949,AKKEN,RVXAB,KIC - KICKAPOO INDIAN CITIZEN,VPS,10222013,F,602178468,86494789560,0BXHKDKBU92J81PW3YHF,2C5UG61LIWKP,1CREQO15J6EFR0OURIVE,ZXUMUDKXVIDCZOXANMOU,YWJNQEUOHUTAJVCBBOMK,759991722
